MemberNumber,DateJoined,PoliticallyExposedPerson,SecondACHolderPoliticallyExposedPerson,AccountStatus,AccountType,IntendedPurposeOfBusinessRelationship,AssetsHeldInAccount,TransactionVolumesLastQuarter,LengthOfBusinessRelationship,QualityOfCDDOnFile,CountryOfResidence_BasedOnMemberActiveAddress,SecondACHolderCountryOfResidence,FundsChannelIn,FundsChannelOut,DestinationOfFunds,SourceOfWealth,SecondACHolderSourceOfWealth,SourceOfFunds,SecondACHolderSourceOfFunds,ExpextedMonthlyLodgement,SecondACHolderExpextedMonthlyLodgement,EmploymentStatus,SecondACHolderEmploymentStatus,Occupation,SecondACHolderOccupation,BeneficialOwner,PrimaryServiceUsed,AccountActivity,OtherRiskFactors
20305,19/04/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Other,,,,Unemployed                    ,,Unemployed,,,,,
20306,19/04/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Israel,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Services,,,,,
20307,22/06/1993,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20308,20/04/2012,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20309,18/06/2008,No,No,Dormant,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
1000005995,24/04/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20311,26/04/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Student                       ,,Transfer,,,,,
1000005996,27/04/2012,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,,Transfer,Transfer,,,,
20313,27/04/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Student - Pocket Money,,,,Student                       ,,Transfer,,,,,
20314,27/04/2012,No,,Closed,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20315,28/04/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,School                        ,,Transfer,,,,,
20316,28/04/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20317,28/04/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20318,28/04/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20319,28/04/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20320,30/04/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,School                        ,,Transfer,,,,,
20321,30/04/2012,No,No,Dormant,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Homemaker                     ,Homemaker                     ,Transfer,Transfer,,,,
20322,05-03-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Housewife                     ,,Transfer,,,,,
20323,05-04-12,No,,Active,Minor,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20324,05-04-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Part-time Job,,,,Employed Part-time            ,,Hospitality,,,,,
20325,05-08-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000005997,05-08-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20327,05-08-12,,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Office,,,,,
20328,05-09-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
20329,05-09-12,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20330,05-11-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000005998,05-11-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20332,16/05/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,,,Pensioner,,,,,
20333,16/05/2012,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Transfer,,,,,
20334,16/05/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20335,17/05/2012,No,,Active,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,Patrick Mc Carthy/Janette Hickey/Daragh Mathews/Patrick J Ahern,,,
20336,19/05/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20337,19/05/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20338,19/05/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20339,22/05/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20340,22/05/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20341,22/05/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20342,22/05/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000005999,22/05/2012,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20344,23/05/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20345,23/05/2012,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20346,28/05/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,Not Applicable                ,,Unemployed,,,,,
20347,29/05/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,,,,,Housewife                     ,,Transfer,,,,,
20348,31/05/2012,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Income - Salary / Wages,Income - Salary / Wages,,,Employed Full-time            ,Employed Full-time            ,Care Assistant,Retail,,,,
20349,06-01-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Gifts / Family,,,,Not Applicable                ,,Transfer,,,,,
20350,06-01-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Gifts / Family,,,,,,Transfer,,,,,
1000006000,06-01-12,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20352,06-01-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,School                        ,,Transfer,,,,,
1000006001,06-01-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000006002,06-07-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20355,06-07-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20356,06-08-12,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20357,06-08-12,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
1000006003,06-12-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20359,13/06/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20360,19/06/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20361,19/06/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20362,19/06/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20363,19/06/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20364,08-10-98,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20365,14/11/1997,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
20366,22/06/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20367,22/06/2012,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,,Transfer,Transfer,,,,
20368,23/06/2012,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
20369,26/06/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,Student                       ,,Transfer,,,,,
20370,26/06/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Spouse,,,,Unemployed                    ,,Transfer,,,,,
20371,28/06/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20372,28/06/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20373,28/06/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20374,11-11-98,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Housewife                     ,,Transfer,,,,,
1000006004,07-02-12,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20376,07-04-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Retail,,,,,
20377,07-05-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,School                        ,,Transfer,,,,,
20378,07-06-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
20379,07-09-12,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20380,16/07/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
1000006005,18/07/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20382,19/07/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Unemployment Benefit,,,,Unemployed                    ,,Transfer,,,,,
20383,20/07/2012,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
20384,20/07/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Housewife                     ,,Transfer,,,,,
20385,23/07/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20386,23/07/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,School                        ,,Transfer,,,,,
20387,24/07/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
1000006006,24/07/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20389,10-08-07,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20390,25/07/2012,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Unemployed                    ,Unemployed                    ,Transfer,Transfer,,,,
20391,27/07/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000006203,27/07/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20393,01-10-92,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Unemployed                    ,Unemployed                    ,Transfer,Transfer,,,,
20394,27/07/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20395,27/07/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20396,27/07/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20397,28/07/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20398,08-02-12,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
20399,08-02-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
20400,08-02-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20401,20/02/1995,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Employed Full-time            ,,Transfer,,,,,
20402,08-03-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20403,08-03-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,School                        ,,Transfer,,,,,
20404,08-03-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Carers Allowance / Benefit,,,,Homemaker                     ,,Home Carer,,,,,
20405,08-03-12,No,No,Deceased,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Retired                       ,Retired                       ,Transfer,Transfer,,,,
20406,08-04-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20407,08-04-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20408,08-04-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20409,08-08-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20410,08-08-12,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20411,08-08-12,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20412,22/02/1986,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
20413,08-11-12,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20414,13/08/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
20415,13/08/2012,No,,Active,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20416,14/08/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20417,15/08/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Retail,,,,,
20418,15/08/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20419,28/01/1988,No,No,Active,Joint,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Self Employed                 ,Self Employed                 ,Transfer,Transfer,,,,
1000006007,17/08/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20421,17/08/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Hospitality,,,,,
20422,18/08/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20423,21/08/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Self Employed,,,,Self Employed                 ,,Services,,,,,
20424,21/08/2012,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Income - Salary / Wages,Income - Salary / Wages,,,Employed Full-time            ,Employed Part-time            ,Manufacturing,Manufacturing,,,,
20425,21/08/2012,No,,Active,Single Adult,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - work,,,,Retired                       ,,Unemployed,,,,,
20426,22/08/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Not Applicable                ,,Transfer,,,,,
20427,25/08/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20428,27/08/2012,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Manufacturing,,,,,
20429,29/08/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
20430,29/08/2012,No,No,Deceased,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Retired                       ,Retired                       ,Transfer,Transfer,,,,
1000006008,29/08/2012,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
20432,29/08/2012,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
20433,29/08/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
20434,29/08/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,School                        ,,Transfer,,,,,
20435,29/08/2012,No,,Dormant,Minor,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,School                        ,,Transfer,,,,,
20436,06-08-12,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Industrial,,,,,
