Account Number,Account Type,Employment Status,Employment Position,Age,Nationality,Account Status,Risk Code,Date Joined
35820,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,39,LATVIA,ACTIVE,VL,11-May-16
35821,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,31,IRISH,ACTIVE,LO,11-May-16
35824,SINGLE,DISABILITY,DISABILITY INCOME,51,IRISH,ACTIVE,LO,12-May-16
35835,SINGLE,UNEMPLOYED,JOBSEEKERS,39,LITHUANIAN,ACTIVE,VL,23-May-16
35836,SINGLE,EMPLOYED FULL-TIME,ROCKSHIRE CARE CENTRE,55,IRISH,ACTIVE,VL,16-Jan-18
35837,SINGLE,Not Available,Not Available,16,IRISH,ACTIVE,LO,23-May-16
35838,SINGLE,EMPLOYED FULL-TIME,TEACHER,44,IRISH,ACTIVE,LO,24-May-16
35840,SINGLE,EMPLOYED FULL-TIME,VALETING,42,POLISH,ACTIVE,LO,26-May-16
35845,SINGLE,Not Available,Not Available,16,IRISH,ACTIVE,LO,28-May-16
35846,SINGLE,Not Available,Not Available,11,IRISH,ACTIVE,LO,28-May-16
35848,SINGLE,EMPLOYED FULL-TIME,DISASTER RECOVERY ANALYST,37,AMERICAN,ACTIVE,HI,01-Jun-16
35850,SINGLE,EMPLOYED FULL-TIME,SECURITY GUARD,27,IRISH,ACTIVE,LO,02-Jun-16
35851,SINGLE,EMPLOYED FULL-TIME,BAUSCH & LOMB,30,IRISH,ACTIVE,LO,02-Jun-16
35853,JOINT,EMPLOYED FULL-TIME,ENGINEER PROJECT MANAGER,40,IRISH,ACTIVE,LO,04-Jun-16
35858,SINGLE,EMPLOYED FULL-TIME,OPERATIONS MONITOR,50,IRISH,CHOFF,LO,09-Jun-16
35859,JOINT,EMPLOYED PART-TIME,TAXI DRIVER,51,IRISH,ACTIVE,LO,09-Jun-16
35860,SINGLE,Not Available,Not Available,13,IRISH,ACTIVE,LO,09-Jun-16
35868,SINGLE,EMPLOYED FULL-TIME,KILMACOW PLAYSCHOOL,53,IRISH,ACTIVE,LO,11-Jun-16
35874,SINGLE,UNEMPLOYED,JOB SEEKER,35,IRISH,ACTIVE,LO,20-Jun-16
35875,SINGLE,EMPLOYED FULL-TIME,CLEANER,23,IRISH,ACTIVE,LO,21-Jun-16
35876,SINGLE,STUDENT,Not Available,18,IRISH,ACTIVE,LO,21-Jun-16
35880,SINGLE,UNEMPLOYED,Not Available,57,NIGERIAN,ACTIVE,VL,22-Jun-16
35881,JOINT,DISABILITY,Not Available,64,IRISH,ACTIVE,LO,22-Jun-16
35883,SINGLE,DISABILITY,DISABILITY INCOME,59,ANGOLA,ACTIVE,HI,23-Jun-16
35889,SINGLE,EMPLOYED FULL-TIME,Operations Manager,32,IRISH,ACTIVE,LO,29-Jun-16
35891,SINGLE,UNEMPLOYED,LONE PARENT WITH 2 DEPENDANTS,27,IRISH,ACTIVE,LO,02-Jul-16
35898,SINGLE,RETIRED,RETIRED,77,IRISH,ACTIVE,VL,02-Jul-16
35900,SINGLE,EMPLOYED PART-TIME,MANAGER,38,IRISH,ACTIVE,LO,05-Jul-16
35902,SINGLE,SCHOOL,Not Available,11,IRISH,ACTIVE,LO,05-Jul-16
35903,SINGLE,STUDENT,Not Available,26,IRISH,ACTIVE,LO,07-Jul-16
35907,SINGLE,DISABILITY,INVALIDITY PENSION,57,IRISH,ACTIVE,LO,09-Jul-16
35908,SINGLE,SCHOOL,Not Available,10,IRISH,ACTIVE,LO,11-Jul-16
35909,SINGLE,EMPLOYED FULL-TIME,GRAPHIC DESIGNER,31,IRISH,ACTIVE,LO,12-Jul-16
35911,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,13-Jul-16
35913,SINGLE,SCHOOL,Not Available,8,IRISH,ACTIVE,LO,14-Jul-16
35914,SINGLE,EMPLOYED PART-TIME,SHOP ASSISTANT,27,IRISH,ACTIVE,LO,14-Jul-16
35916,SINGLE,Not Available,Not Available,14,IRISH,ACTIVE,LO,14-Jul-16
35917,SINGLE,Not Available,Not Available,17,IRISH,ACTIVE,LO,14-Jul-16
35918,SINGLE,Not Available,Not Available,18,IRISH,ACTIVE,LO,14-Jul-16
35920,SINGLE,Not Available,Not Available,69,IRISH,ACTIVE,LO,15-Jul-16
35921,SINGLE,EMPLOYED PART-TIME,FACTORY WORKER,50,IRISH,ACTIVE,LO,18-Jul-16
35922,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,22-Jul-16
35931,SINGLE,RETIRED,Not Available,71,IRISH,ACTIVE,LO,04-Aug-16
35932,SINGLE,Not Available,Not Available,75,IRISH,ACTIVE,VL,04-Aug-16
35934,SINGLE,EMPLOYED FULL-TIME,NURSE,45,IRISH,ACTIVE,VL,05-Aug-16
35938,SINGLE,EMPLOYED FULL-TIME,CARE ASSIST,45,PHILIPPINES,ACTIVE,LO,08-Aug-16
35941,SINGLE,UNEMPLOYED,JOB SEEKER,71,IRISH,ACTIVE,LO,10-Aug-16
35942,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,11-Aug-16
35945,SINGLE,EMPLOYED FULL-TIME,SOCIAL CARE WORKER,47,IRISH,ACTIVE,LO,12-Aug-16
35951,SINGLE,UNEMPLOYED,Not Available,51,IRISH,ACTIVE,LO,15-Aug-16
35952,SINGLE,SCHOOL,Not Available,16,IRISH,ACTIVE,LO,17-Aug-16
35953,SINGLE,SCHOOL,Not Available,13,IRISH,ACTIVE,LO,17-Aug-16
35959,SINGLE,EMPLOYED FULL-TIME,OFFICE WORKER,40,IRISH,ACTIVE,LO,22-Aug-16
35962,SINGLE,EMPLOYED FULL-TIME,PRODUCTION OPERATOR,36,IRISH,ACTIVE,LO,23-Aug-16
35964,SINGLE,EMPLOYED FULL-TIME,CARE ASSISTANT,45,IRISH,ACTIVE,LO,26-Aug-16
35969,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,27-Aug-16
35971,SINGLE,EMPLOYED FULL-TIME,SOCIAL CARE WORKER,53,IRISH,ACTIVE,LO,29-Aug-16
35975,SINGLE,EMPLOYED FULL-TIME,CARE ASSISTANT,51,DEMOCRATIC REPUBLIC OF CONGO,ACTIVE,LO,30-Aug-16
35978,SINGLE,EMPLOYED FULL-TIME,CLEANER,45,SLOVAKIA,ACTIVE,LO,31-Aug-16
35984,SINGLE,EMPLOYED PART-TIME,ARIEL RIGGER,61,IRISH,ACTIVE,LO,02-Sep-16
35988,SINGLE,UNEMPLOYED,Not Available,50,IRISH,ACTIVE,LO,05-Sep-16
35990,JOINT,EMPLOYED FULL-TIME,WIT,53,IRISH,ACTIVE,LO,07-Sep-16
35992,SINGLE,EMPLOYED PART-TIME,CLEANER,32,IRISH,ACTIVE,LO,08-Sep-16
35995,JOINT,EMPLOYED FULL-TIME,TRUCK DRIVER,48,IRISH,ACTIVE,VL,21-Apr-22
35996,SINGLE,EMPLOYED FULL-TIME,BLOCKLAYER,40,IRISH,ACTIVE,LO,12-Sep-16
35997,SINGLE,EMPLOYED FULL-TIME,Not Available,52,IRISH,ACTIVE,LO,12-Sep-16
35999,SINGLE,EMPLOYED FULL-TIME,CLERIC OFFICER,60,IRISH,ACTIVE,LO,14-Sep-16
36000,JOINT,CONTRACT EMPLOYEE,DELI ASSISTANT,38,HUNGARIAN,ACTIVE,LO,14-Sep-16
36001,SINGLE,UNEMPLOYED,UNEMPLOYED,65,IRISH,ACTIVE,LO,15-Sep-16
36013,SINGLE,EMPLOYED FULL-TIME,CLEANER,29,IRISH,ACTIVE,LO,21-Sep-16
36016,JOINT,EMPLOYED FULL-TIME,CRIMINOLOGY,49,IRISH,ACTIVE,LO,21-Jul-04
36019,SINGLE,STUDENT,Not Available,29,IRISH,ACTIVE,LO,28-Sep-16
36020,SINGLE,Not Available,Not Available,11,IRISH,ACTIVE,LO,28-Sep-16
36021,JOINT,UNEMPLOYED,CARER FOR MARTINAS BROTHER,60,IRISH,ACTIVE,LO,28-Sep-16
36024,SINGLE,UNEMPLOYED,Not Available,64,IRISH,ACTIVE,LO,29-Sep-16
36032,SINGLE,EMPLOYED FULL-TIME,IRISH WEEKLY,26,IRISH,ACTIVE,VL,03-Oct-16
36033,SINGLE,STUDENT,Not Available,16,IRISH,ACTIVE,LO,04-Oct-16
36053,SINGLE,EMPLOYED FULL-TIME,ASSISTANT MANAGER,27,IRISH,ACTIVE,HI,11-Oct-16
36054,SINGLE,Not Available,Not Available,8,FRENCH,ACTIVE,LO,11-Oct-16
36058,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,VL,14-Oct-16
36061,SINGLE,EMPLOYED FULL-TIME,SALES ADVISOR,38,IRISH,ACTIVE,VL,15-Oct-16
36063,SINGLE,RETIRED,Not Available,77,IRISH,ACTIVE,VL,17-Oct-16
36065,SINGLE,EMPLOYED PART-TIME,SALES,46,IRISH,ACTIVE,VL,07-Apr-06
36068,SINGLE,Not Available,Not Available,11,IRISH,ACTIVE,LO,18-Oct-16
36069,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,18-Oct-16
36073,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,21-Oct-16
36074,SINGLE,Not Available,Not Available,28,IRISH,ACTIVE,ME,21-Oct-16
36079,SINGLE,Not Available,Not Available,16,IRISH,ACTIVE,LO,25-Oct-16
36080,SINGLE,Not Available,Not Available,17,IRISH,ACTIVE,LO,25-Oct-16
36094,SINGLE,Not Available,Not Available,12,IRISH,ACTIVE,LO,07-Nov-16
36103,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,14-Nov-16
36104,SINGLE,UNEMPLOYED,Not Available,68,IRISH,ACTIVE,ME,14-Nov-16
36107,SINGLE,EMPLOYED FULL-TIME,Not Available,57,BRITISH,ACTIVE,ME,18-Nov-16
36109,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,VL,21-Nov-16
36110,SINGLE,EMPLOYED FULL-TIME,AERA MANAGER,56,BRITISH,ACTIVE,HI,22-Nov-16
36112,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,39,POLISH,ACTIVE,ME,23-Nov-16
36115,SINGLE,UNEMPLOYED,JOB SEEKER,27,IRISH,ACTIVE,LO,23-Nov-16
36116,SINGLE,UNEMPLOYED,UNEMPLOYED,23,IRISH,ACTIVE,ME,25-Nov-16
36119,SINGLE,EMPLOYED FULL-TIME,GUIDANCE COUNCILLOR,55,GREEK,ACTIVE,LO,29-Nov-16
36128,SINGLE,DISABILITY,DISABILITY ALLOWANCE,26,IRISH,ACTIVE,LO,06-Dec-16
36129,SINGLE,EMPLOYED FULL-TIME,CLEANER,36,IRISH,CHOFF,ME,08-Dec-16
36131,SINGLE,EMPLOYED FULL-TIME,SHOP ADMIN WORKER,25,IRISH,ACTIVE,VL,09-Dec-16
36135,JOINT,UNEMPLOYED,Not Available,29,IRISH,ACTIVE,LO,12-Dec-16
36141,SINGLE,DISABILITY,DISABILITY ALLOWANCE,43,IRISH,ACTIVE,ME,16-Dec-16
36144,SINGLE,EMPLOYED FULL-TIME,Material handler,43,BRITISH,ACTIVE,ME,19-Dec-16
36147,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,HI,22-Dec-16
36153,SINGLE,EMPLOYED FULL-TIME,TUSLA CHILD AND FAMILY AGENCY WORKER,36,IRISH,ACTIVE,LO,03-Jan-17
36154,SINGLE,EMPLOYED FULL-TIME,ACCOUNTS MANAGER,46,IRISH,ACTIVE,VL,03-Jan-17
36158,SINGLE,EMPLOYED FULL-TIME,NURSE,65,BRITISH,ACTIVE,ME,05-Jan-17
36163,SINGLE,EMPLOYED PART-TIME,HOTEL WORKER,21,IRISH,ACTIVE,LO,05-Jan-17
36166,SINGLE,EMPLOYED FULL-TIME,ESB,42,IRISH,ACTIVE,LO,06-Jan-17
36171,SINGLE,EMPLOYED FULL-TIME,MEDICAL DEVICE MAINTANCE,33,IRISH,ACTIVE,LO,07-Jan-17
36175,SINGLE,RETIRED,Not Available,72,IRISH,ACTIVE,LO,09-Jan-17
36176,SINGLE,UNEMPLOYED,Not Available,36,DEMOCRATIC REPUBLIC OF CONGO,ACTIVE,ME,09-Jan-17
36178,GROUP,Not Available,Not Available,6,IRISH,ACTIVE,ME,10-Jan-17
36186,SINGLE,EMPLOYED FULL-TIME,MANAFACTURING TEAM MEMBER,33,SLOVAKIA,ACTIVE,LO,13-Jan-17
36187,SINGLE,EMPLOYED FULL-TIME,ENGINEER,42,IRISH,ACTIVE,ME,13-Jan-17
36188,SINGLE,Not Available,Not Available,43,IRISH,ACTIVE,ME,13-Jan-17
36195,SINGLE,Not Available,Not Available,37,BRAZIL,ACTIVE,ME,14-Jan-17
36201,SINGLE,UNEMPLOYED,Not Available,62,IRISH,ACTIVE,ME,16-Jan-17
36211,SINGLE,EMPLOYED FULL-TIME,SALES,33,ENGLISH,ACTIVE,ME,19-Jan-17
36214,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,19-Jan-17
36219,GROUP,Not Available,Not Available,67,IRISH,ACTIVE,LO,20-Jan-17
36222,SINGLE,DISABILITY,DISABILITY ALLOWANCE,31,IRISH,ACTIVE,LO,21-Jan-17
36226,SINGLE,EMPLOYED FULL-TIME,CONTRACT CLEANER BASED IN UHW,47,IRISH,ACTIVE,LO,21-Jan-17
36231,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,VL,24-Jan-17
36232,SINGLE,EMPLOYED FULL-TIME,SUPPLY CHAIN CO ORDINATOR,29,BRAZIL,ACTIVE,LO,24-Jan-17
36235,SINGLE,SELF EMPLOYED,Not Available,72,IRISH,ACTIVE,ME,25-Jan-17
36236,SINGLE,SCHOOL,Not Available,22,IRISH,ACTIVE,ME,25-Jan-17
36238,GROUP,Not Available,Not Available,6,IRISH,ACTIVE,ME,26-Jan-17
36240,SINGLE,EMPLOYED FULL-TIME,DRIVER,57,ENGLISH,ACTIVE,LO,12-Jul-08
36241,SINGLE,RETIRED,Not Available,72,IRISH,ACTIVE,VL,26-Jan-17
36244,SINGLE,EMPLOYED FULL-TIME,PORTER,25,IRISH,ACTIVE,LO,27-Jan-17
36245,SINGLE,SELF EMPLOYED,Owner,38,MOLDOVIA,ACTIVE,ME,27-Jan-17
36249,SINGLE,Not Available,Not Available,50,IRISH,ACTIVE,LO,30-Jan-17
36250,SINGLE,EMPLOYED FULL-TIME,Not Available,34,BRAZIL,ACTIVE,ME,31-Jan-17
36251,SINGLE,EMPLOYED FULL-TIME,MAINTENANCE TECHNICIAN,41,IRISH,ACTIVE,LO,31-Jan-17
36253,SINGLE,UNEMPLOYED,UNEMPLOYED,46,IRISH,ACTIVE,HI,01-Feb-17
36257,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,58,IRISH,ACTIVE,ME,03-Feb-17
36259,SINGLE,SELF EMPLOYED,Not Available,56,IRISH,ACTIVE,LO,04-Feb-17
36260,SINGLE,SELF EMPLOYED,MASSAGE THERAPIST,55,IRISH,ACTIVE,HI,06-Feb-17
36261,SINGLE,UNEMPLOYED,1 PARENT FAMILY,42,IRISH,ACTIVE,LO,06-Feb-17
36265,SINGLE,EMPLOYED FULL-TIME,SHOP ASSISTANT,23,IRISH,ACTIVE,LO,07-Feb-17
36266,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,09-Feb-17
36269,SINGLE,EMPLOYED FULL-TIME,DAWN MEATS - TO 23/05/25,39,BRAZIL,ACTIVE,LO,11-Feb-17
36270,SINGLE,Not Available,Not Available,31,IRISH,ACTIVE,ME,13-Feb-17
36272,SINGLE,EMPLOYED FULL-TIME,PHARMA TECHNICIAN,24,IRISH,ACTIVE,ME,13-Feb-17
36275,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,32,IRISH,ACTIVE,VL,15-Feb-17
36278,SINGLE,UNEMPLOYED,Not Available,62,IRISH,ACTIVE,LO,16-Feb-17
36280,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,16-Feb-17
36284,SINGLE,EMPLOYED FULL-TIME,MANAGER,38,BRITISH,ACTIVE,ME,18-Feb-17
36285,SINGLE,SCHOOL,Not Available,15,IRISH,ACTIVE,LO,20-Feb-17
36288,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,21-Feb-17
36289,JOINT,UNEMPLOYED,JOB SEEKER,34,CROATIAN,ACTIVE,ME,21-Feb-17
36296,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,24-Feb-17
36302,SINGLE,EMPLOYED PART-TIME,LOAN OFFICER,48,IRISH,ACTIVE,VL,25-Feb-17
36305,SINGLE,HOMEMAKER,Not Available,46,IRISH,ACTIVE,LO,28-Feb-17
36306,SINGLE,UNEMPLOYED,Not Available,62,FRENCH,ACTIVE,LO,01-Mar-17
36307,SINGLE,EMPLOYED PART-TIME,ASSISTANT,61,IRISH,ACTIVE,LO,01-Mar-17
36309,SINGLE,DISABILITY,ILLNESS BENEFIT,34,IRISH,ACTIVE,ME,02-Mar-17
36315,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,04-Mar-17
36319,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,06-Mar-17
36321,SINGLE,Not Available,Not Available,65,IRISH,ACTIVE,ME,09-Mar-17
36324,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,11-Mar-17
36326,JOINT,Not Available,Not Available,53,SPANISH,ACTIVE,LO,11-Mar-17
36330,SINGLE,EMPLOYED FULL-TIME,CHEMIST,31,IRISH,ACTIVE,LO,15-Mar-17
36335,SINGLE,EMPLOYED FULL-TIME,CIVIL SERVICE EXECUTIVE OFFICER,45,IRISH,ACTIVE,ME,16-Mar-17
36340,SINGLE,Not Available,Not Available,28,IRISH,ACTIVE,LO,20-Mar-17
36344,JOINT,EMPLOYED FULL-TIME,TEACHER SECONDARY SCHOOL,56,IRISH,ACTIVE,LO,19-Mar-08
36345,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,VL,25-Mar-17
36346,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,LO,27-Mar-17
36349,SINGLE,EMPLOYED PART-TIME,MARKETING,53,IRISH,ACTIVE,ME,28-Mar-17
36350,SINGLE,UNEMPLOYED,Not Available,38,IRISH,ACTIVE,LO,28-Mar-17
36351,SINGLE,Not Available,Not Available,25,IRISH,ACTIVE,LO,29-Mar-17
36356,SINGLE,RETIRED,Not Available,83,IRISH,ACTIVE,HI,13-Dec-16
36360,SINGLE,EMPLOYED FULL-TIME,GENERAL ASSISTANT,40,IRISH,CHOFF,LO,31-Mar-17
36362,SINGLE,EMPLOYED FULL-TIME,COMPANY MANAGER,32,BRITISH,ACTIVE,LO,31-Mar-17
36363,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,31-Mar-17
36365,SINGLE,EMPLOYED FULL-TIME,TEACHER,27,IRISH,ACTIVE,ME,01-Apr-17
36367,SINGLE,SELF EMPLOYED,Freelance Writer,29,BRITISH,ACTIVE,LO,04-Apr-17
36368,SINGLE,STUDENT,Not Available,27,IRISH,ACTIVE,ME,04-Apr-17
36380,SINGLE,UNEMPLOYED,MISCELLANEOUS,39,IRISH,ACTIVE,ME,11-Apr-17
36388,SINGLE,EMPLOYED PART-TIME,WAITRESS,28,IRISH,ACTIVE,LO,18-Apr-17
36389,SINGLE,EMPLOYED FULL-TIME,REPLIGEN IRELAND LIMITED,25,IRISH,ACTIVE,VL,19-Apr-17
36393,SINGLE,EMPLOYED FULL-TIME,SALES AGENT,42,IRISH,ACTIVE,ME,21-Apr-17
36396,SINGLE,EMPLOYED FULL-TIME,SECURITY ENGINEER,35,IRISH,ACTIVE,LO,24-Apr-17
36398,SINGLE,Not Available,Not Available,12,IRISH,ACTIVE,LO,26-Apr-17
36399,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,27-Apr-17
36400,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,27-Apr-17
36405,SINGLE,EMPLOYED FULL-TIME,CHILDCARE WORKER BABY ROOM,38,IRISH,ACTIVE,LO,02-May-17
36408,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,35,IRISH,ACTIVE,LO,08-May-17
36409,SINGLE,EMPLOYED FULL-TIME,BEDDING DEPT SALES,26,IRISH,ACTIVE,VL,08-May-17
36411,SINGLE,EMPLOYED PART-TIME,HEALTH CARE ASSISTANT,31,NIGERIAN,ACTIVE,VL,11-May-17
36417,SINGLE,DISABILITY,Not Available,58,IRISH,ACTIVE,LO,15-May-17
36420,SINGLE,EMPLOYED PART-TIME,HORSE BREEDER / TRAINER STABLE HAND,23,IRISH,ACTIVE,LO,17-May-17
36422,SINGLE,EMPLOYED FULL-TIME,Relief support worker,23,IRISH,ACTIVE,ME,17-May-17
36426,SINGLE,EMPLOYED FULL-TIME,PHYSIOTHERAPIST ASSISTANT,46,IRISH,ACTIVE,ME,23-May-17
36428,SINGLE,STUDENT,SUSI GRANT,18,IRISH,ACTIVE,LO,25-May-17
36429,SINGLE,Not Available,Not Available,12,IRISH,ACTIVE,LO,26-May-17
36430,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,26-May-17
36432,SINGLE,EMPLOYED FULL-TIME,MAINTENANCE FITTER,34,IRISH,ACTIVE,LO,27-May-17
36433,SINGLE,DISABILITY,S/WELFARE DISABILITY,60,IRISH,CHOFF,VL,29-May-17
36436,SINGLE,UNEMPLOYED,Not Available,60,NIGERIAN,ACTIVE,VL,29-May-17
36440,SINGLE,EMPLOYED FULL-TIME,Not Available,42,IRISH,ACTIVE,LO,31-May-17
36444,SINGLE,UNEMPLOYED,ONE PARENT FAMILY,30,IRISH,ACTIVE,LO,01-Jun-17
36447,SINGLE,UNEMPLOYED,CARE ASSISTANT,58,IRISH,ACTIVE,VL,02-Jun-17
36453,SINGLE,EMPLOYED FULL-TIME,CONSTRUCTION WORKER,45,IRISH,ACTIVE,VL,08-Jun-17
36459,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,25,IRISH,ACTIVE,LO,13-Jun-17
36460,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,41,IRISH,ACTIVE,VL,14-Jun-17
36463,SINGLE,RETIRED,Not Available,64,IRISH,ACTIVE,ME,14-Jun-17
36464,SINGLE,SCHOOL,Not Available,19,BANGLADESH,ACTIVE,LO,14-Jun-17
36470,SINGLE,EMPLOYED PART-TIME,COUTER ASSISTANT,31,IRISH,ACTIVE,LO,16-Jun-17
36472,SINGLE,EMPLOYED FULL-TIME,NURSE,33,IRISH,ACTIVE,ME,17-Jun-17
36473,SINGLE,EMPLOYED PART-TIME,CLEANER,50,IRISH,CHOFF,LO,20-Jun-17
36477,SINGLE,Not Available,Not Available,7,IRISH,ACTIVE,VL,23-Jun-17
36483,SINGLE,SELF EMPLOYED,WRITER,29,AMERICAN,ACTIVE,LO,26-Jun-17
36490,SINGLE,EMPLOYED FULL-TIME,OFFICE MANAGER,56,IRISH,ACTIVE,LO,30-Jun-17
36491,SINGLE,EMPLOYED FULL-TIME,HOSPITAL CARER,30,IRISH,ACTIVE,ME,30-Jun-17
36492,SINGLE,UNEMPLOYED,Not Available,21,IRISH,ACTIVE,LO,01-Jul-17
36496,SINGLE,EMPLOYED FULL-TIME,SHIPPING CO ORDINATOR,32,IRISH,ACTIVE,LO,03-Jul-17
36497,SINGLE,EMPLOYED FULL-TIME,MECHANIC,60,IRISH,ACTIVE,ME,03-Jul-17
36498,SINGLE,EMPLOYED FULL-TIME,DENTAL NURSE,31,IRISH,ACTIVE,ME,04-Jul-17
36501,SINGLE,EMPLOYED FULL-TIME,GARAGE,21,IRISH,ACTIVE,LO,05-Jul-17
36502,SINGLE,EMPLOYED FULL-TIME,CE Supervisor,61,IRISH,ACTIVE,LO,06-Jul-17
36510,SINGLE,EMPLOYED FULL-TIME,SAFETY OFFICER,45,IRISH,ACTIVE,ME,08-Jul-17
36513,SINGLE,UNEMPLOYED,Not Available,39,IRISH,ACTIVE,LO,11-Jul-17
36514,SINGLE,EMPLOYED FULL-TIME,SOCIAL CARE LEADER,33,IRISH,ACTIVE,ME,11-Jul-17
36515,SINGLE,STUDENT,BACK TO EDUCATION,31,IRISH,ACTIVE,ME,12-Jul-17
36517,SINGLE,EMPLOYED FULL-TIME,Part Qualified Accountant,27,BRAZIL,ACTIVE,VL,12-Jul-17
36518,SINGLE,EMPLOYED FULL-TIME,PORTER,61,IRISH,ACTIVE,ME,13-Jul-17
36521,SINGLE,UNEMPLOYED,ONE PARENT FAMILY,24,IRISH,ACTIVE,VL,14-Jul-17
36523,GROUP,Not Available,Not Available,6,IRISH,ACTIVE,ME,15-Jul-17
36525,SINGLE,UNEMPLOYED,JOB SEEKERS ALLOWANCE,43,BRAZIL,ACTIVE,ME,18-Jul-17
36526,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,18-Jul-17
36527,SINGLE,EMPLOYED FULL-TIME,NURSE,53,IRISH,ACTIVE,ME,21-Jul-17
36531,SINGLE,Not Available,Not Available,23,PHILIPPINES,ACTIVE,ME,21-Jul-17
36535,SINGLE,Not Available,Not Available,8,IRISH,ACTIVE,LO,27-Jul-17
36538,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,28-Jul-17
36541,SINGLE,EMPLOYED FULL-TIME,TRAINEE ACCOUNTANT,32,IRISH,ACTIVE,ME,28-Jul-17
36542,SINGLE,EMPLOYED PART-TIME,SUPERVISOR,46,IRISH,ACTIVE,VL,29-Jul-17
36544,SINGLE,EMPLOYED PART-TIME,HOME TUTOR,28,IRISH,ACTIVE,ME,31-Jul-17
36549,SINGLE,EMPLOYED FULL-TIME,ELECTRICIAN,46,IRISH,ACTIVE,VL,05-Aug-17
36564,SINGLE,EMPLOYED PART-TIME,BAR TENDER,41,IRISH,ACTIVE,ME,16-Aug-17
36566,SINGLE,EMPLOYED PART-TIME,ALZIMERS ASS OF IRE,55,IRISH,ACTIVE,ME,17-Aug-17
36577,SINGLE,Not Available,Not Available,6,IRISH,ACTIVE,LO,21-Aug-17
36581,SINGLE,STUDENT,Not Available,20,IRISH,ACTIVE,LO,25-Aug-17
36583,SINGLE,EMPLOYED FULL-TIME,BONER,32,BRAZIL,ACTIVE,HI,25-Aug-17
36587,SINGLE,EMPLOYED PART-TIME,ADMINISTRATION,24,IRISH,ACTIVE,LO,07-May-03
36589,SINGLE,Not Available,Not Available,14,IRISH,ACTIVE,LO,28-Aug-17
36590,SINGLE,SCHOOL,Not Available,11,IRISH,ACTIVE,LO,28-Aug-17
36591,SINGLE,SCHOOL,Not Available,13,IRISH,ACTIVE,LO,28-Aug-17
36594,JOINT,EMPLOYED PART-TIME,Not Available,44,IRISH,ACTIVE,ME,31-Aug-17
36596,SINGLE,Not Available,Not Available,26,IRISH,ACTIVE,ME,04-Sep-17
36597,SINGLE,EMPLOYED PART-TIME,CUSTOMER ADVISOR,43,NIGERIAN,ACTIVE,LO,05-Sep-17
36598,SINGLE,EMPLOYED FULL-TIME,CARE ASSISTANT,43,SOUTH AFRICAN,ACTIVE,ME,06-Sep-17
36600,SINGLE,EMPLOYED FULL-TIME,ASSISTANT VALLET MANAGER,58,IRISH,ACTIVE,ME,07-Sep-17
36603,SINGLE,Not Available,Not Available,9,IRISH,ACTIVE,LO,07-Sep-17
36611,SINGLE,RETIRED,Not Available,62,IRISH,ACTIVE,ME,14-Sep-17
36612,SINGLE,EMPLOYED FULL-TIME,CONSTRUCTION WORKER,24,IRISH,ACTIVE,ME,14-Sep-17
36616,SINGLE,EMPLOYED PART-TIME,COMMUNITY CARE WORKER,54,IRISH,ACTIVE,ME,15-Sep-17
36618,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,41,IRISH,ACTIVE,ME,16-Sep-17
